WorkClass,Education,MaritalStatus,Occupation,Salary,LessThen_50
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,>50K,0
Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,>50K,0
Private,HS-grad,Married-civ-spouse,Exec-managerial,<=50K,1
Private,Some-college,Married-civ-spouse,Transport-moving,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
?,Some-college,Married-civ-spouse,?,<=50K,1
Private,Assoc-acdm,Never-married,Farming-fishing,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
Private,1st-4th,Married-spouse-absent,Craft-repair,<=50K,1
Private,Bachelors,Never-married,Tech-support,<=50K,1
Private,HS-grad,Married-civ-spouse,Adm-clerical,<=50K,1
Private,HS-grad,Divorced,Transport-moving,<=50K,1
Private,Some-college,Married-civ-spouse,Transport-moving,<=50K,1
Private,Masters,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Married-civ-spouse,Tech-support,>50K,0
Private,Some-college,Never-married,Prof-specialty,>50K,0
?,Some-college,Never-married,?,<=50K,1
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Private,HS-grad,Never-married,Transport-moving,<=50K,1
Private,Assoc-voc,Divorced,Other-service,<=50K,1
Private,Bachelors,Never-married,Craft-repair,<=50K,1
Private,9th,Never-married,Other-service,<=50K,1
Private,Some-college,Never-married,Handlers-cleaners,<=50K,1
Private,10th,Never-married,Other-service,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,<=50K,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
State-gov,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Married-spouse-absent,Craft-repair,<=50K,1
?,12th,Never-married,?,<=50K,1
Private,Some-college,Married-spouse-absent,Adm-clerical,<=50K,1
?,1st-4th,Married-civ-spouse,?,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Local-gov,Bachelors,Divorced,Prof-specialty,<=50K,1
Private,Bachelors,Married-civ-spouse,Sales,>50K,0
Private,HS-grad,Never-married,Other-service,<=50K,1
Federal-gov,HS-grad,Divorced,Adm-clerical,<=50K,1
Private,Assoc-acdm,Never-married,Exec-managerial,<=50K,1
Private,HS-grad,Divorced,Prof-specialty,<=50K,1
Private,Bachelors,Never-married,Craft-repair,<=50K,1
Private,HS-grad,Divorced,Adm-clerical,<=50K,1
Private,Some-college,Never-married,Machine-op-inspct,<=50K,1
Private,5th-6th,Never-married,Other-service,<=50K,1
Private,Some-college,Never-married,Prof-specialty,<=50K,1
?,HS-grad,Married-civ-spouse,?,<=50K,1
Local-gov,HS-grad,Never-married,Farming-fishing,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Private,Some-college,Married-civ-spouse,Adm-clerical,<=50K,1
Private,Some-college,Divorced,Other-service,<=50K,1
Private,Bachelors,Never-married,Sales,<=50K,1
Private,Bachelors,Never-married,Exec-managerial,<=50K,1
Private,Some-college,Never-married,Protective-serv,<=50K,1
Private,Some-college,Married-civ-spouse,Exec-managerial,<=50K,1
Local-gov,HS-grad,Separated,Adm-clerical,<=50K,1
Private,HS-grad,Divorced,Other-service,<=50K,1
Private,Assoc-voc,Married-spouse-absent,Handlers-cleaners,<=50K,1
?,5th-6th,Widowed,?,<=50K,1
Private,Assoc-voc,Never-married,Craft-repair,<=50K,1
Private,Some-college,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Divorced,Craft-repair,<=50K,1
?,Assoc-voc,Widowed,?,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
?,Some-college,Never-married,?,<=50K,1
?,Some-college,Never-married,?,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Married-civ-spouse,Exec-managerial,>50K,0
Local-gov,Some-college,Divorced,Handlers-cleaners,<=50K,1
Local-gov,Some-college,Married-civ-spouse,Tech-support,>50K,0
Private,Some-college,Divorced,Machine-op-inspct,>50K,0
Private,Some-college,Married-civ-spouse,Sales,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Divorced,Adm-clerical,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,<=50K,1
Private,11th,Divorced,Machine-op-inspct,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
Private,HS-grad,Married-civ-spouse,Other-service,<=50K,1
Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,>50K,0
Private,Prof-school,Married-civ-spouse,Prof-specialty,>50K,0
Local-gov,12th,Married-civ-spouse,Tech-support,<=50K,1
Private,1st-4th,Widowed,Priv-house-serv,<=50K,1
Private,Assoc-voc,Separated,Craft-repair,<=50K,1
Self-emp-inc,Bachelors,Never-married,Farming-fishing,<=50K,1
?,HS-grad,Never-married,?,<=50K,1
Private,Some-college,Married-civ-spouse,Transport-moving,<=50K,1
Private,Doctorate,Never-married,Prof-specialty,<=50K,1
Private,Some-college,Never-married,Handlers-cleaners,<=50K,1
Private,HS-grad,Never-married,Transport-moving,<=50K,1
Private,Some-college,Married-civ-spouse,Sales,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Private,10th,Married-civ-spouse,Other-service,<=50K,1
Local-gov,Some-college,Married-civ-spouse,Protective-serv,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Private,Some-college,Never-married,Craft-repair,<=50K,1
Self-emp-not-inc,Some-college,Divorced,Exec-managerial,<=50K,1
Self-emp-not-inc,HS-grad,Separated,Other-service,<=50K,1
Private,11th,Widowed,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
Federal-gov,Assoc-voc,Divorced,Craft-repair,>50K,0
Private,11th,Never-married,Machine-op-inspct,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,HS-grad,Separated,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Tech-support,<=50K,1
Private,11th,Married-civ-spouse,Other-service,<=50K,1
Private,Bachelors,Never-married,Transport-moving,<=50K,1
Private,Bachelors,Married-civ-spouse,Sales,>50K,0
Private,Some-college,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,<=50K,1
Private,7th-8th,Separated,Other-service,<=50K,1
Self-emp-not-inc,HS-grad,Separated,Craft-repair,<=50K,1
Private,Masters,Divorced,Exec-managerial,<=50K,1
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Prof-specialty,<=50K,1
Private,11th,Never-married,Sales,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Craft-repair,>50K,0
Private,Doctorate,Never-married,Prof-specialty,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
?,12th,Never-married,?,<=50K,1
Self-emp-not-inc,Assoc-acdm,Divorced,Sales,<=50K,1
Local-gov,Bachelors,Never-married,Prof-specialty,<=50K,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
?,Some-college,Married-civ-spouse,?,>50K,0
Private,HS-grad,Married-civ-spouse,Sales,>50K,0
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
Self-emp-not-inc,Bachelors,Never-married,Tech-support,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,11th,Never-married,Other-service,<=50K,1
Private,10th,Married-civ-spouse,Craft-repair,>50K,0
Self-emp-inc,Bachelors,Divorced,Prof-specialty,<=50K,1
?,HS-grad,Married-civ-spouse,?,<=50K,1
?,HS-grad,Married-civ-spouse,?,<=50K,1
Private,7th-8th,Never-married,Transport-moving,>50K,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,Bachelors,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Sales,<=50K,1
?,Some-college,Never-married,?,<=50K,1
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,>50K,0
Private,Some-college,Never-married,Tech-support,<=50K,1
Private,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,Bachelors,Never-married,Tech-support,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,7th-8th,Divorced,Other-service,<=50K,1
Local-gov,9th,Married-civ-spouse,Other-service,<=50K,1
Self-emp-not-inc,Assoc-acdm,Never-married,Farming-fishing,<=50K,1
Private,HS-grad,Never-married,Adm-clerical,<=50K,1
Private,Masters,Married-civ-spouse,Craft-repair,>50K,0
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Local-gov,HS-grad,Separated,Exec-managerial,<=50K,1
Private,10th,Never-married,Other-service,<=50K,1
Private,Masters,Divorced,Prof-specialty,<=50K,1
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,<=50K,1
Local-gov,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,Bachelors,Never-married,Other-service,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,<=50K,1
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,<=50K,1
Private,Prof-school,Married-civ-spouse,Prof-specialty,>50K,0
Private,Bachelors,Never-married,Sales,<=50K,1
Private,11th,Widowed,Other-service,<=50K,1
Private,9th,Widowed,Priv-house-serv,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Transport-moving,<=50K,1
Private,9th,Married-spouse-absent,Handlers-cleaners,<=50K,1
Private,HS-grad,Never-married,Farming-fishing,<=50K,1
Private,HS-grad,Married-civ-spouse,Sales,>50K,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,<=50K,1
Private,Some-college,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Married-civ-spouse,Sales,>50K,0
Self-emp-not-inc,Some-college,Never-married,Other-service,<=50K,1
Local-gov,10th,Separated,Other-service,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,>50K,0
Private,Bachelors,Married-civ-spouse,Adm-clerical,>50K,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,Bachelors,Never-married,Handlers-cleaners,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Self-emp-inc,5th-6th,Married-civ-spouse,Transport-moving,<=50K,1
Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Divorced,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Never-married,Handlers-cleaners,<=50K,1
Private,Some-college,Married-civ-spouse,Sales,>50K,0
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Self-emp-inc,Doctorate,Separated,Prof-specialty,>50K,0
Local-gov,HS-grad,Divorced,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
?,HS-grad,Married-civ-spouse,?,<=50K,1
State-gov,Bachelors,Married-civ-spouse,Tech-support,>50K,0
Private,Some-college,Never-married,Other-service,<=50K,1
Private,HS-grad,Never-married,Exec-managerial,<=50K,1
Private,Doctorate,Married-civ-spouse,Prof-specialty,>50K,0
State-gov,Some-college,Separated,Exec-managerial,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
State-gov,Some-college,Never-married,Adm-clerical,<=50K,1
?,9th,Widowed,?,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,7th-8th,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,>50K,0
Self-emp-not-inc,12th,Married-civ-spouse,Handlers-cleaners,>50K,0
Private,Masters,Never-married,Sales,<=50K,1
Private,Some-college,Never-married,Prof-specialty,<=50K,1
Local-gov,Masters,Never-married,Prof-specialty,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,Assoc-acdm,Divorced,Prof-specialty,>50K,0
State-gov,Some-college,Married-civ-spouse,Transport-moving,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,>50K,0
?,11th,Married-spouse-absent,?,<=50K,1
Private,9th,Never-married,Machine-op-inspct,<=50K,1
Federal-gov,Some-college,Divorced,Exec-managerial,<=50K,1
?,11th,Never-married,?,<=50K,1
Self-emp-not-inc,11th,Never-married,Farming-fishing,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Self-emp-inc,HS-grad,Married-civ-spouse,Sales,>50K,0
Private,HS-grad,Never-married,Sales,<=50K,1
Private,12th,Never-married,Other-service,<=50K,1
Private,Some-college,Married-civ-spouse,Adm-clerical,<=50K,1
Private,HS-grad,Never-married,Craft-repair,<=50K,1
Self-emp-not-inc,HS-grad,Widowed,Exec-managerial,<=50K,1
Local-gov,HS-grad,Never-married,Protective-serv,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Craft-repair,>50K,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,>50K,0
Local-gov,Some-college,Separated,Exec-managerial,<=50K,1
State-gov,11th,Never-married,Adm-clerical,<=50K,1
Private,HS-grad,Divorced,Exec-managerial,<=50K,1
?,7th-8th,Never-married,?,<=50K,1
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
Private,Masters,Never-married,Exec-managerial,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Local-gov,Some-college,Married-civ-spouse,Farming-fishing,<=50K,1
Private,Some-college,Never-married,Machine-op-inspct,<=50K,1
Private,Some-college,Married-civ-spouse,Prof-specialty,<=50K,1
Private,Some-college,Never-married,Prof-specialty,<=50K,1
State-gov,Bachelors,Never-married,Tech-support,<=50K,1
?,Assoc-acdm,Never-married,?,<=50K,1
Private,Masters,Never-married,Prof-specialty,>50K,0
Private,Masters,Married-civ-spouse,Tech-support,>50K,0
Private,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,HS-grad,Never-married,Sales,<=50K,1
Local-gov,Bachelors,Never-married,Prof-specialty,<=50K,1
Private,Bachelors,Widowed,Sales,<=50K,1
Private,Some-college,Never-married,Handlers-cleaners,<=50K,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Private,Doctorate,Divorced,Prof-specialty,>50K,0
Private,Bachelors,Divorced,Exec-managerial,>50K,0
Private,12th,Married-civ-spouse,Other-service,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,11th,Never-married,Other-service,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
Private,Some-college,Divorced,Adm-clerical,<=50K,1
Private,Bachelors,Separated,Prof-specialty,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Tech-support,<=50K,1
Local-gov,Bachelors,Divorced,Adm-clerical,<=50K,1
Private,HS-grad,Separated,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
State-gov,HS-grad,Never-married,Tech-support,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,HS-grad,Never-married,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,<=50K,1
Private,Bachelors,Never-married,Prof-specialty,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Never-married,Prof-specialty,>50K,0
Private,HS-grad,Married-civ-spouse,Sales,<=50K,1
Private,Some-college,Never-married,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Other-service,<=50K,1
Self-emp-not-inc,11th,Married-civ-spouse,Exec-managerial,>50K,0
Private,Some-college,Never-married,Other-service,<=50K,1
Private,Some-college,Divorced,Adm-clerical,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Adm-clerical,<=50K,1
Private,Assoc-voc,Never-married,Other-service,<=50K,1
?,Some-college,Married-civ-spouse,?,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Private,Some-college,Never-married,Sales,<=50K,1
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
Private,HS-grad,Widowed,Other-service,<=50K,1
Private,Bachelors,Married-civ-spouse,Tech-support,>50K,0
Private,Some-college,Never-married,Other-service,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Private,Masters,Never-married,Exec-managerial,>50K,0
Private,Assoc-voc,Never-married,Tech-support,<=50K,1
Private,12th,Never-married,Handlers-cleaners,<=50K,1
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Married-civ-spouse,Transport-moving,>50K,0
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,11th,Never-married,Craft-repair,<=50K,1
State-gov,Bachelors,Married-civ-spouse,Prof-specialty,<=50K,1
State-gov,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Never-married,Prof-specialty,<=50K,1
Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,<=50K,1
Private,HS-grad,Never-married,Transport-moving,<=50K,1
Private,HS-grad,Never-married,Handlers-cleaners,<=50K,1
Private,Assoc-voc,Never-married,Craft-repair,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,>50K,0
Local-gov,Bachelors,Never-married,Prof-specialty,<=50K,1
Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,>50K,0
Private,HS-grad,Never-married,Farming-fishing,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Local-gov,HS-grad,Married-civ-spouse,Adm-clerical,>50K,0
Local-gov,HS-grad,Divorced,Protective-serv,<=50K,1
Self-emp-inc,Doctorate,Married-civ-spouse,Exec-managerial,>50K,0
Private,Bachelors,Never-married,Sales,>50K,0
Private,10th,Separated,Other-service,<=50K,1
State-gov,Some-college,Married-spouse-absent,Other-service,<=50K,1
Private,Some-college,Married-civ-spouse,Sales,<=50K,1
Self-emp-not-inc,Bachelors,Divorced,Sales,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
Private,Some-college,Never-married,Farming-fishing,<=50K,1
Private,5th-6th,Separated,Farming-fishing,<=50K,1
Private,HS-grad,Divorced,Craft-repair,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Tech-support,>50K,0
Private,HS-grad,Never-married,Sales,<=50K,1
Local-gov,Assoc-voc,Divorced,Tech-support,<=50K,1
Private,Some-college,Divorced,Adm-clerical,<=50K,1
Private,Masters,Married-civ-spouse,Prof-specialty,<=50K,1
Private,Bachelors,Married-civ-spouse,Sales,>50K,0
Private,Some-college,Never-married,Tech-support,<=50K,1
State-gov,Some-college,Married-civ-spouse,Craft-repair,<=50K,1
Private,Assoc-voc,Never-married,Machine-op-inspct,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Exec-managerial,>50K,0
Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,<=50K,1
Private,Bachelors,Never-married,Sales,>50K,0
Private,Some-college,Divorced,Adm-clerical,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,<=50K,1
Private,12th,Never-married,Machine-op-inspct,<=50K,1
?,HS-grad,Married-civ-spouse,?,<=50K,1
?,HS-grad,Never-married,?,<=50K,1
Private,Assoc-voc,Married-civ-spouse,Tech-support,>50K,0
Self-emp-inc,Bachelors,Married-civ-spouse,Tech-support,<=50K,1
?,Some-college,Never-married,?,<=50K,1
Private,HS-grad,Never-married,Sales,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,>50K,0
Private,Some-college,Never-married,Other-service,<=50K,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,<=50K,1
Private,HS-grad,Never-married,Machine-op-inspct,<=50K,1
Private,Masters,Never-married,Tech-support,>50K,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,>50K,0
Private,Assoc-acdm,Divorced,Craft-repair,<=50K,1
Private,HS-grad,Never-married,Other-service,<=50K,1
Self-emp-not-inc,11th,Never-married,Farming-fishing,<=50K,1
Private,HS-grad,Divorced,Adm-clerical,<=50K,1
Private,11th,Never-married,Sales,<=50K,1
Private,HS-grad,Married-civ-spouse,Craft-repair,>50K,0
?,Masters,Married-spouse-absent,?,<=50K,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,>50K,0
Private,HS-grad,Never-married,Transport-moving,<=50K,1
Private,HS-grad,Separated,Other-service,<=50K,1
?,Some-college,Never-married,?,<=50K,1
Private,Some-college,Divorced,Exec-managerial,<=50K,1
Private,Some-college,Never-married,Adm-clerical,<=50K,1
Private,10th,Never-married,Farming-fishing,<=50K,1
Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,<=50K,1
Private,Assoc-voc,Never-married,Prof-specialty,<=50K,1
Private,Some-college,Married-civ-spouse,Craft-repair,>50K,0
Private,HS-grad,Married-civ-spouse,Transport-moving,<=50K,1
Private,HS-grad,Married-civ-spouse,Transport-moving,>50K,0
Private,Assoc-voc,Never-married,Adm-clerical,<=50K,1
Private,Masters,Never-married,Prof-specialty,<=50K,1
Private,Assoc-voc,Never-married,Tech-support,<=50K,1
Private,HS-grad,Widowed,Adm-clerical,<=50K,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,<=50K,1
